"Cluster","Program","Program_Genes_Present","Top50_Genes","Overlap_Genes","Overlap_Count","Program_Genes_Count","Overlap_Fraction"
"8","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","",0,8,0
"8","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","",0,10,0
"8","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","",0,8,0
"8","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","",0,6,0
"8","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","DUSP2, CD8A, CCL5, RGS1, CREM, SARAF, BTG1, CXCR4, ZFP36L2, TUBA4A, COTL1, LEPROTL1, IL32, CST7, CD8B, PDCD1, HLA-A, TENT5C, CD3D, ARHGDIB, ZFP36, NR4A2, SELENOK, GZMK, PIK3R1, FYN, CALM1, CD3E, RARRES3, ITM2A, SRRT, HLA-DQA1, SH2D2A, FABP5, SRSF7, YPEL5, JPT1, CCT5, YWHAB, PPP6C, SCAMP2, NONO, NR1H2, MRPL54, SNRPN, PRDX6, SF3B4, TOMM22, GAPDH, NUDC","",0,5,0
"9","T_Cell","CD3D, CD3E, CD3G, TRBC1, TRBC2","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","",0,5,0
"9","CD8_T","CD8A, CD8B, CD3D, CD3E, TRBC1, TRBC2","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","",0,6,0
"9","CD4_T","CD4, IL7R, LTB, CCR7, SELL","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","",0,5,0
"9","Treg","FOXP3, IL7R, CTLA4, IL2RA, TNFRSF18, TNFRSF4, CCR8","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","",0,7,0
"9","NK","NKG7, GNLY, FCGR3A, KLRD1, XCL1, XCL2","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","",0,6,0
"9","MAIT","TRAV1-2, SLC4A10, KLRB1, IL23R, CCL20, DPP4","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","",0,6,0
"9","GammaDelta_T","TRDC, TRGC1, TRGC2, CD3D, CD3E","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","",0,5,0
"9","B_Cell","CD19, MS4A1, CD79A, CD74, HLA-DRA, CD22","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","CD19, CD22, CD79A, MS4A1, HLA-DRA, CD74",6,6,1
"9","Plasma_Cell","MZB1, JCHAIN, SDC1, TNFRSF17, DERL3, IGHG1, IGHG3, IGHG4","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","",0,8,0
"9","Monocyte_Myeloid","LYZ, S100A8, S100A9, CTSS, FCN1, CTSD, LGALS3, FCGR3A, CD14, TREM1","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","",0,10,0
"9","Macrophage","LYZ, C1QA, C1QB, C1QC, APOE, TREM2, CD68, MSR1","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","",0,8,0
"9","Dendritic_Cell","FCER1A, CST3, CLEC10A, CD1C, HLA-DRA, FCER1G","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","HLA-DRA",1,6,0.166666666666667
"9","pDC","CLEC4C, IRF7, TCF4, LILRA4, PTCRA","VPREB3, FCER2, LINC02397, FCRLA, CD19, LINC00926, FCRL1, CD24, CD22, CD79A, TCL1A, BANK1, RUBCNL, HLA-DOB, ARHGAP24, MS4A1, FAM129C, PKIG, SPIB, RALGPS2, CXCR5, TNFRSF13C, POU2AF1, GNG7, BCL11A, ADAM28, CD40, MEF2C, BTK, BLK, HVCN1, AFF3, CD79B, SWAP70, TCF4, FCGR2B, LY86, HLA-DRA, BASP1, HLA-DQA1, CD74, HLA-DQB1, HLA-DMB, IGHM, HLA-DRB1, HLA-DMA, CD37, HLA-DPA1, HLA-DPB1, IGKC","TCF4",1,5,0.2
